Rank,Title,Citations,Year,URL,Description
11,ABCD: eliminating array bounds checks on demand,350,2000,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:zYLM7Y9cAGgC,"To guarantee typesafe execution, Java and other strongly typed languages require bounds checking of array accesses. Because array-bounds checks may raise exceptions, they block code motion of instructions with side effects, thus preventing many useful code optimizations, such as partial redundancy elimination or instruction scheduling of memory operations. Furthermore, because it is not expressible at bytecode level, the elimination of bounds checks can only be performed at run time, after the bytecode program is loaded. Using existing powerful bounds-check optimizers at run time is not feasible, however, because they are too heavyweight for the dynamic compilation setting. ABCD is a light-weight algorithm for elimination of Array Bounds Checks on Demand. Its design emphasizes simplicity and efficiency. In essence, ABCD works by adding a few edges to the SSA value graph and performing a simple …"
12,Habanero-Java: the new adventures of old X10,324,2011,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:isC4tDSrTZIC,"In this paper, we present the Habanero-Java (HJ) language developed at Rice University as an extension to the original Java-based definition of the X10 language. HJ includes a powerful set of task-parallel programming constructs that can be added as simple extensions to standard Java programs to take advantage of today's multi-core and heterogeneous architectures. The language puts a particular emphasis on the usability and safety of parallel constructs. For example, no HJ program using async, finish, isolated, and phaser constructs can create a logical deadlock cycle. In addition, the future and data-driven task variants of the async construct facilitate a functional approach to parallel programming. Finally, any HJ program written with async, finish, and phaser constructs that is data-race free is guaranteed to also be deterministic. HJ also features two key enhancements that address well known limitations in …"
13,"Maestro: A data-centric approach to understand reuse, performance, and hardware cost of dnn mappings",288,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:KWzIFqRkAKkC,"The efficiency of an accelerator depends on three factors-mapping, deep neural network (DNN) layers, and hardware-constructing extremely complicated design space of DNN accelerators. To demystify such complicated design space and guide the DNN accelerator design for better efficiency, we propose an analytical cost model, MAESTRO. MAESTRO receives DNN model description and hardware resources information as a list, and mapping described in a data-centric representation we propose as inputs. The data-centric representation consists of three directives that enable concise description of mappings in a compiler-friendly form. MAESTRO analyzes various forms of data reuse in an accelerator based on inputs quickly and generates more than 20 statistics including total latency, energy, throughput, etc., as outputs. MAESTRO's fast analysis enables various optimization tools for DNN accelerators such as …"
14,Decentralizing execution of composite web services,270,2004,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:YsMSGLbcyi4C,"Distributed enterprise applications today are increasingly being built from services available over the web. A unit of functionality in this framework is a web service, a software application that exposes a set of ""typed'' connections that can be accessed over the web using standard protocols. These units can then be composed into a composite web service. BPEL (Business Process Execution Language) is a high-level distributed programming language for creating composite web services. Although a BPEL program invokes services distributed over several servers, the orchestration of these services is typically under centralized control. Because performance and throughput are major concerns in enterprise applications, it is important to remove the inefficiencies introduced by the centralized control. In a distributed, or decentralized orchestration, the BPEL program is partitioned into independent sub-programs that …"
15,Determining average program execution times and their variance,263,1989,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:Tyk-4Ss8FVUC,"This paper presents a general framework for determining average program execution times and their variance, based on the program's interval structure and control dependence graph. Average execution times and variance values are computed using frequency information from an optimized counter-based execution profile of the program."
16,On estimating and enhancing cache effectiveness,245,1991,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:Y0pCki6q_DkC,"In this paper, we consider automatic analysis of a program's cache usage to achieve greater cache effectiveness. We show how to estimate efficiently the number of distinct cache lines used by a given loop in a nest of loops. Given this estimate of the number of cache lines needed, we can estimate the number of cache misses for a nest of loops. Our estimates can be used to guide program transformations such as loop interchange to achieve greater cache effectiveness. We present simulation results that show our estimates are reasonable for simple cases such as matrix multiply. We analyze the array sizes for which our estimates differ from our simulation results, and provide recommendations on how to handle such arrays in practice."
17,Slaw: a scalable locality-aware adaptive work-stealing scheduler for multi-core systems,238,2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:_Qo2XoVZTnwC,"This poster introduces SLAW, a Scalable Locality-aware Adaptive Work-stealing scheduler. The SLAW features an adaptive task scheduling algorithm combined with a locality-aware scheduling framework. Past work has demonstrated the pros and cons of using fixed scheduling policies, such as work-first and help-first, in different cases without a clear winner. Prior work also assumes the availability and successful execution of a serial version of the parallel program. This assumption can limit the expressiveness of dynamic task parallel languages. The SLAW scheduler supports both work-first and help-first policies simultaneously. It does so by using an adaptive approach that selects a scheduling policy on a per-task basis at runtime. The SLAW scheduler also establishes bounds on the stack usage and the heap space needed to store tasks. The experimental results for the benchmarks studied show that SLAW's …"
18,JCUDA: A programmer-friendly interface for accelerating Java programs with CUDA,237,2009,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:IWHjjKOFINEC,"A recent trend in mainstream desktop systems is the use of general-purpose graphics processor units (GPGPUs) to obtain order-of-magnitude performance improvements. CUDA has emerged as a popular programming model for GPGPUs for use by C/C++ programmers. Given the widespread use of modern object-oriented languages with managed runtimes like Java and C#, it is natural to explore how CUDA-like capabilities can be made accessible to those programmers as well. In this paper, we present a programming interface called JCUDA that can be used by Java programmers to invoke CUDA kernels. Using this interface, programmers can write Java codes that directly call CUDA kernels, and delegate the responsibility of generating the Java-CUDA bridge codes and host-device data transfer calls to the compiler. Our preliminary performance results show that this interface can deliver significant performance …"
19,Compile-time partitioning and scheduling of parallel programs,235,1986,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:W7OEmFMy1HYC,Partitioning and scheduling techniques are necessary to implement parallel languages on multiprocessors. Multiprocessor performance is maximized when parallelism between tasks is optimally traded off with communication and synchronization overhead. We present compile-time partitioning and scheduling techniques to achieve this trade-off.
20,The opportunities and challenges of exascale computing,231,2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:LdasjJ6CEcoC,Description not available
21,Concurrent collections,231,2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:GnPB-g6toBAC,"We introduce the Concurrent Collections (CnC) programming model. CnC supports flexible combinations of task and data parallelism while retaining determinism. CnC is implicitly parallel, with the user providing high‐level operations along with semantic ordering constraints that together form a CnC graph. We formally describe the execution semantics of CnC and prove that the model guarantees deterministic computation. We evaluate the performance of CnC implementations on several applications and show that CnC offers performance and scalability equivalent to or better than that offered by lower‐level parallel programming models."
22,Array SSA form and its use in parallelization,222,1998,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:eQOLeE2rZwMC,"Static single assignment (SSA) form for scalars has been a significant advance. It has simplified the way we think about scalar variables. It has simplified the design of some optimizations and has made other optimizations more effective. Unfortunately none of this can be be said for SSA form for arrays. The current SSA processing of arrays views an array as a single object. But the kinds of analyses that sophisticated compilers need to perform on arrays, for example those that drive loop parallelization, are at the element level. Current SSA form for arrays is incapable of providing the element-level data flow information required for such analyses.In this paper, we introduce an Array SSA form that captures precise element-level data flow information for array variables in all cases. It is general and simple, and coincides with standard SSA form when applied to scalar variables. It can also be used for structures and other …"
23,Work-first and help-first scheduling policies for async-finish task parallelism,215,2009,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:Wp0gIr-vW9MC,"Multiple programming models are emerging to address an increased need for dynamic task parallelism in applications for multicore processors and shared-address-space parallel computing. Examples include OpenMP 3.0, Java Concurrency Utilities, Microsoft Task Parallel Library, Intel Thread Building Blocks, Cilk, X10, Chapel, and Fortress. Scheduling algorithms based on work stealing, as embodied in Cilk's implementation of dynamic spawn-sync parallelism, are gaining in popularity but also have inherent limitations. In this paper, we address the problem of efficient and scalable implementation of X10's async-finish task parallelism, which is more general than Cilk's spawn-sync parallelism. We introduce a new work-stealing scheduler with compiler support for async-finish task parallelism that can accommodate both work-first and help-first scheduling policies. Performance results on two different multicore SMP …"
24,Software challenges in extreme scale systems,186,2009,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:RGFaLdJalmkC,"Computer systems anticipated in the 2015 – 2020 timeframe are referred to as Extreme Scale because they will be built using massive multi-core processors with 100's of cores per chip. The largest capability Extreme Scale system is expected to deliver Exascale performance of the order of 1018 operations per second. These systems pose new critical challenges for software in the areas of concurrency, energy efficiency and resiliency. In this paper, we discuss the implications of the concurrency and energy efficiency challenges on future software for Extreme Scale Systems. From an application viewpoint, the concurrency and energy challenges boil down to the ability to express and manage parallelism and locality by exploring a range of strong scaling and new-era weak scaling techniques. For expressing parallelism and locality, the key challenges are the ability to expose all of the intrinsic parallelism and locality …"
25,Collective loop fusion for array contraction,181,1992,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:_FxGoFyzp5QC,"In this paper we propose a loop fusion algorithm specifically designed to increase opportunities for array contraction. Array contraction is an optimization that transforms array variables into scalar variables within a loop nest. In contrast to array elements, scalar variables have better cache behavior and can be allocated to registers. In past work we investigated loop interchange and loop reversal as optimizations that increase opportunities for array contraction [13]. This paper extends this work by including the loop fusion optimization. The fusion method discussed in this paper uses the maxflow-mincut algorithm to do loop clustering. Our collective loop fusion algorithm is efficient, and we demonstrate its usefulness for array contraction with a simple example."
26,Phasers: a unified deadlock-free construct for collective and point-to-point synchronization,173,2008,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:Zph67rFs4hoC,"Coordination and synchronization of parallel tasks is a major source of complexity in parallel programming. These constructs take many forms in practice including mutual exclusion in accesses to shared resources, termination detection of child tasks, collective barrier synchronization, and point-to-point synchronization. In this paper, we introduce phasers, a new coordination construct that unifies collective and point-to-point synchronizations. We establish two safety properties for phasers: deadlock-freedom and phase-ordering. Performance results obtained from a portable implementation of phasers on three different SMP platforms demonstrate that phasers can deliver superior performance to existing barrier implementations, in addition to the productivity benefits that result from their generality and safety properties."
27,Efficient and precise modeling of exceptions for the analysis of Java programs,170,1999,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:WF5omc3nYNoC,"The Factored Control Flow Graph, FCFG, is a novel representation of a program's intraprocedural control flow, which is designed to efficiently support the analysis of programs written in languages, such as Java, that have frequently occurring operations whose execution may result in exceptional control flow. The FCFG is more compact than traditional CFG representations for exceptional control flow, yet there is no loss of precision in using the FCFG. In this paper, we introduce the FCFG representation and outline how standard forward and backward data flow analysis algorithms can be adapted to work on this representation. We also present empirical measurements of FCFG sizes for a large number of methods obtained from a variety of Java programs, and compare these sizes with those of a traditional CFG representation."
28,Retargeting optimized code by matching tree patterns in directed acyclic graphs,162,2001,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:qxL8FJ1GzNcC,"An optimizing, compiler that performs retargetable object code generation for a speci? c processor by matching tree patterns in directed acyclic graphs derived from the source code."
29,Customizable domain-specific computing,160,2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:YFjsv_pBGBYC,"To meet computing needs and overcome power density limitations, the computing industry has entered the era of parallelization. However, highly parallel, general-purpose computing systems face serious challenges in terms of performance, energy, heat dissipation, space, and cost. We believe that there is significant opportunity to look beyond parallelization and focus on domain-specific customization to bring significant power-performance efficiency improvement."
30,Optimized unrolling of nested loops,156,2000,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:8k81kl-MbHgC,"In this paper, we address the problems of automatically selecting unroll factors for perfectly nested loops, and generating compact code for the selected unroll factors. Compared to past work, the contributions of our work include a) a more detailed cost model that includes ILP and 1-cache considerations, b) a new code generation algorithm for unrolling nested loops that generates more compact code (with fewer remainder loops) than the unroll-and-jam transformation, and c) a new algorithm for efficiently enumerating feasible unroll vectors.Our experimental results confirm the wide applicability of our approach by showing a 2.2X speedup on matrix multiply, and an average 1.08X speedup on seven of the SPEC95fp benchmarks (with a 1.2X speedup for two benchmarks). These speedups are significant because the baseline compiler used for comparison is the IBM XL Fortran product compiler which generates high …"
31,Partitioning parallel programs for macro-dataflow,155,1986,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:LkGwnXOMwfcC,"Abstract Partitioni,~.. teclm/qucs are necessary to execute functional Inegra~ at• coarse Srenel~ ty. Fine srenul~ ty execution is inefficient on general purpose multiprocettars. There Ls• trado-off between pm'elkllsm and the overhead of exploiting parallelism. W e~ t• compile-time partitioning approach to achieve~ U~ le~ off."
32,Exascale software study: Software challenges in extreme scale systems,152,2009,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:RYcK_YlVTxYC,"Extreme Scale processors containing hundreds or even thousands of cores will challenge current operating system (OS) practices. Many of the fundamental assumptions that underlie current OS technology are based on design assumptions that are no longer valid for a Extreme Scale processor containing thousands of cores. In the context of Exascale system requirements, as machines grow in scale and complexity, techniques to make the most effective use of network, memory, processor, and energy resources are becoming increasingly important. In its role as gate-keeper to all these resources, the OS becomes a major obstacle in allowing the application to view the hardware in accordance with the Extreme Scale Execution Model outlined in Section 3.1. A baseline challenge for the exascale software stack is: how to reduce OS overheads without compromising the need to protect hardware state from errant or malicious software. Execution models that support more asynchrony will be necessary to hide latency. Such execution models will also require more carefully coordinated scheduling to balance resource utilization"
33,Top ten exascale research challenges,143,2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:ymY9cBF3mdcC,Description not available
34,Scalable and precise dynamic datarace detection for structured parallelism,142,2012,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:_Ybze24A_UAC,"Existing dynamic race detectors suffer from at least one of the following three limitations: (i)space overhead per memory location grows linearly with the number of parallel threads [13], severely limiting the parallelism that the algorithm can handle; (ii)sequentialization: the parallel program must be processed in a sequential order, usually depth-first [12, 24]. This prevents the analysis from scaling with available hardware parallelism, inherently limiting its performance; (iii) inefficiency: even though race detectors with good theoretical complexity exist, they do not admit efficient implem entations and are unsuitable for practical use [4, 18]. We present a new precise dynamic race detector that leverages structured parallelism in order to address these limitations. Our algorithm requires constant space per memory location, works in parallel, and is efficient in practice. We implemented and evaluated our algorithm on a set of …"
35,Automatic partitioning of a program dependence graph into parallel tasks,142,1991,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:UebtZRa9Y70C,"In this paper, we describe a general interprocedural framework for partitioning a program dependence graph into parallel tasks for execution on a multiprocessor system. Partitioning techniques are necessary to execute a parallel program at the appropriate granularity for a given target multiprocessor. The problem is to determine the best trade-off between parallelism and overhead. It is desirable for the partitioning to be performed automatically, so that the programmer can write a parallel program without being burdened by details of the overhead target multiprocessor, and so that the same parallel program can be made to execute efficiently on different multiprocessors. For each procedure, the partitioning algorithm attempts to minimize the estimated parallel execution time. The estimated parallel execution time reflects a trade-off between parallelism and overhead and is minimized at an optimal intermediate …"
36,Hierarchical place trees: A portable abstraction for task parallelism and data movement,141,2009,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:TQgYirikUcIC,"Modern computer systems feature multiple homogeneous or heterogeneous computing units with deep memory hierarchies, and expect a high degree of thread-level parallelism from the software. Exploitation of data locality is critical to achieving scalable parallelism, but adds a significant dimension of complexity to performance optimization of parallel programs. This is especially true for programming models where locality is implicit and opaque to programmers. In this paper, we introduce the hierarchical place tree (HPT) model as a portable abstraction for task parallelism and data movement. The HPT model supports co-allocation of data and computation at multiple levels of a memory hierarchy. It can be viewed as a generalization of concepts from the Sequoia and X10 programming models, resulting in capabilities that are not supported by either. Compared to Sequoia, HPT supports three kinds of data …"
37,A comparative study of static and profile-based heuristics for inlining,136,2000,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:Se3iqnhoufwC,"In this paper, we present a comparative study of static and profile-based heuristics for inlining. Our motivation for this study is to use the results to design the best inlining algorithm that we can for the Jalapeño dynamic optimizing compiler for Java [6]. We use a well-known approximation algorithm for the KNAPSACK problem as a common “meta-algorithm” for the inlining heuristics studied in this paper. We present performance results for an implementation of these inlining heuristics in the Jalapeño dynamic optimizing compiler. Our performance results show that the inlining heuristics studied in this paper can lead to significant speedups in execution time (up to 1.68x) even with modest limits on code size expansion (at most 10%)."
38,Savina-an actor benchmark suite: Enabling empirical evaluation of actor libraries,130,2014,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:KbBQZpvPDL4C,"This paper introduces the Savina benchmark suite for actor-oriented programs. Our goal is to provide a standard benchmark suite that enables researchers and application developers to compare different actor implementations and identify those that deliver the best performance for a given use-case. The benchmarks in Savina are diverse, realistic, and represent compute (rather than I/O) intensive applications. They range from popular micro-benchmarks to classical concurrency problems to applications that demonstrate various styles of parallelism. Implementations of the benchmarks on various actor libraries are made publicly available through an open source release. This will allow other developers and researchers to compare the performance of their actor libraries on these common set of benchmarks."
39,Location consistency-a new memory model and cache consistency protocol,130,2000,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:roLk4NBRz8UC,"Existing memory models and cache consistency protocols assume the memory coherence property which requires that all processors observe the same ordering of write operations to the same location. In this paper, we address the problem of defining a memory model that does not rely on the memory coherence assumption and also the problem of designing a cache consistency protocol based on such a memory model. We define a new memory consistency model, called Location Consistency (LC), in which the state of a memory location is modeled as a partially ordered multiset (pomset) of write and synchronization operations. We prove that LC is strictly weaker than existing memory models, but is still equivalent to stronger models for the common case of parallel programs that have no data races. We also describe a new multiprocessor cache consistency protocol based on the LC memory model. We prove that …"
40,Automatic selection of high-order transformations in the IBM XL FORTRAN compilers,125,1997,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:hqOjcs7Dif8C,"The IBM ASTI optimizer provides the foundation for high-order transformations and automatic shared-memory parallelization in the latest IBM XL FORTRAN (XLF) compilers for RS/6000™ and PowerPC® uniprocessors and symmetric multiprocessors (SMPs), and for automatic distributed-memory parallelizationin the IBM XL High-Performance FORTRAN (XLHPF) compiler for the SP2™ distributed-memory multiprocessor. In this paper, we describe how the transformer component of the ASTI optimizer automatically selects high-order transformations for a given input program and a target uniprocessor, so as to improve utilization of the memory hierarchy (including cache and registers) and instruction-level parallelism. Our solution is centered on a quantitative approach in which optimization problems are formulated using quantitative cost models. The loop and data transformations currently employed by the ASTI …"
41,Efficient data race detection for async-finish parallelism,123,2012,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=XjeIqxYAAAAJ&pagesize=50&citation_for_view=XjeIqxYAAAAJ:M05iB0D1s5AC,"A major productivity hurdle for parallel programming is the presence of data races. Data races can lead to all kinds of harmful program behaviors, including determinism violations and corrupted memory. However, runtime overheads of current dynamic data race detectors are still prohibitively large (often incurring slowdowns of 10× or more) for use in mainstream software development.In this paper, we present an efficient dynamic race detection algorithm that handles both the async-finish task-parallel programming model used in languages such as X10 and Habanero Java (HJ) and the spawn-sync constructs used in Cilk.We have implemented our algorithm in a tool called TaskChecker and evaluated it on a suite of 12 benchmarks. To reduce overhead of the dynamic analysis, we have also implemented various static optimizations in the tool. Our experimental results indicate that our approach performs well in …"
