Rank,Title,Citations,Year,URL,Description
11,A comprehensive evaluation of long read error correction methods,202,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:3NQIlFlcGxIC,"BackgroundThird-generation single molecule sequencing technologies can sequence long reads, which is advancing the frontiers of genomics research. However, their high error rates prohibit accurate and efficient downstream analysis. This difficulty has motivated the development of many long read error correction tools, which tackle this problem through sampling redundancy and/or leveraging accurate short reads of the same biological samples. Existing studies to asses these tools use simulated data sets, and are not sufficiently comprehensive in the range of software covered or diversity of evaluation measures used.ResultsIn this paper, we present a categorization and review of long read error correction methods, and provide a comprehensive evaluation of the corresponding long read error correction tools. Leveraging recent real sequencing data, we establish benchmark data sets and set up evaluation …"
12,Mechanisms and networks for brassinosteroid regulated gene expression,200,2013,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:4xDN1ZYqzskC,"HighlightsBrassinosteroids signal to regulate BES1/BZR1 family transcription factors.Brassinosteroids regulate thousands of target genes through BES1 and BZR1.Brassinosteroid regulation of gene expression involves histone modifications.BES1 and BZR1 interact with other transcription regulators to control gene expression.Brassinosteroid signaling has multiple inputs in the hormone transcriptional network.Brassinosteroids (BRs) signal through plasma membrane-localized receptor BRI1 and other components including negatively acting BIN2 kinase to regulate BES1/BZR1 family transcription factors, which controls the expression of thousands of genes for various BR responses. Recent studies demonstrated that BR regulation of gene expression involves histone-modifying enzymes and changes of chromatin structure. Genomic experiments identified a few thousand BES1/BZR1 target genes, many of which are …"
13,Reptile: representative tiling for short read error correction,197,2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:UebtZRa9Y70C,"Motivation: Error correction is critical to the success of next-generation sequencing applications, such as resequencing and de novo genome sequencing. It is especially important for high-throughput short-read sequencing, where reads are much shorter and more abundant, and errors more frequent than in traditional Sanger sequencing. Processing massive numbers of short reads with existing error correction methods is both compute and memory intensive, yet the results are far from satisfactory when applied to real datasets. Results: We present a novel approach, termed Reptile, for error correction in short-read data from next-generation sequencing. Reptile works with the spectrum of k-mers from the input reads, and corrects errors by simultaneously examining: (i) Hamming distance-based correction possibilities for potentially erroneous k-mers; and (ii) neighboring k-mers from the same …"
14,A fast adaptive algorithm for computing whole-genome homology maps,192,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:7BrZ7Jt4UNcC,"Motivation Whole-genome alignment is an important problem in genomics for comparing different species, mapping draft assemblies to reference genomes and identifying repeats. However, for large plant and animal genomes, this task remains compute and memory intensive. In addition, current practical methods lack any guarantee on the characteristics of output alignments, thus making them hard to tune for different application requirements. Results We introduce an approximate algorithm for computing local alignment boundaries between long DNA sequences. Given a minimum alignment length and an identity threshold, our algorithm computes the desired alignment boundaries and identity estimates using kmer-based statistics, and maintains sufficient probabilistic guarantees on the output sensitivity. Further, to prioritize higher scoring alignment intervals, we develop a plane …"
15,Fast alignment and preprocessing of chromatin profiles with Chromap,191,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:8Xgff_V0N9gC,"As sequencing depth of chromatin studies continually grows deeper for sensitive profiling of regulatory elements or chromatin spatial structures, aligning and preprocessing of these sequencing data have become the bottleneck for analysis. Here we present Chromap, an ultrafast method for aligning and preprocessing high throughput chromatin profiles. Chromap is comparable to BWA-MEM and Bowtie2 in alignment accuracy and is over 10 times faster than traditional workflows on bulk ChIP-seq/Hi-C profiles and than 10x Genomics’ CellRanger v2.0.0 pipeline on single-cell ATAC-seq profiles."
16,Large-scale maximum likelihood-based phylogenetic analysis on the IBM BlueGene/L,175,2007,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:IjCSPb-OGe4C,"Phylogenetic inference is a grand challenge in Bioinformatics due to immense computational requirements. The increasing popularity of multi-gene alignments in biological studies, which typically provide a stable topological signal due to a more favorable ratio of the number of base pairs to the number of sequences, coupled with rapid accumulation of sequence data in general, poses new challenges for high performance computing. In this paper, we demonstrate how state-of-the-art Maximum Likelihood (ML) programs can be efficiently scaled to the IBM BlueGene/L (BG/L) architecture, by porting RAxML, which is currently among the fastest and most accurate programs for phylogenetic inference under the ML criterion. We simultaneously exploit coarse-grained and fine-grained parallelism that is inherent in every ML-based biological analysis. Performance is assessed using datasets consisting of 212 sequences …"
17,A Fast Approximate Algorithm for Mapping Long Reads to Large Reference Databases,155,2018,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:c_xDhezhKKUC,"Emerging single-molecule sequencing technologies from Pacific Biosciences and Oxford Nanopore have revived interest in long-read mapping algorithms. Alignment-based seed-and-extend methods demonstrate good accuracy, but face limited scalability, while faster alignment-free methods typically trade decreased precision for efficiency. In this article, we combine a fast approximate read mapping algorithm based on minimizers with a novel MinHash identity estimation technique to achieve both scalability and precision. In contrast to prior methods, we develop a mathematical framework that defines the types of mapping targets we uncover, establish probabilistic estimates of p-value and sensitivity, and demonstrate tolerance for alignment error rates up to 20%. With this framework, our algorithm automatically adapts to different minimum length and identity requirements and provides both positional and identity …"
18,Parallel domain decomposition and load balancing using space-filling curves,131,1997,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:YsMSGLbcyi4C,"Partitioning techniques based on space filling curves have received much recent attention due to their low running time and good load balance characteristics. The basic idea underlying these methods is to order the multidimensional data according to a space filling curve and partition the resulting one dimensional order. However, space filling curves are defined for points that lie on a uniform grid of a particular resolution. It is typically assumed that the coordinates of the points are representable using a fixed number of bits, and the run times of the algorithms depend upon the number of bits used. We present a simple and efficient technique for ordering arbitrary and dynamic multidimensional data using space filling curves and its application to parallel domain decomposition and load balancing. Our technique is based on a comparison routine that determines the relative position of two points in the order induced by …"
19,Discovering motifs in biological sequences using the micron automata processor,130,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:kuK5TVdYjLIC,"Finding approximately conserved sequences, called motifs, across multiple DNA or protein sequences is an important problem in computational biology. In this paper, we consider the (l; d) motif search problem of identifying one or more motifs of length l present in at least q of the n given sequences, with each occurrence differing from the motif in at most d substitutions. The problem is known to be NP-complete, and the largest solved instance reported to date is (26;11). We propose a novel algorithm for the (l; d) motif search problem using streaming execution over a large set of non-deterministic finite automata (NFA). This solution is designed to take advantage of the micron automata processor, a new technology close to deployment that can simultaneously execute multiple NFA in parallel. We demonstrate the capability for solving much larger instances of the (l; d) motif search problem using the resources …"
20,Parallel biological sequence comparison using prefix computations,129,2003,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:qjMakFHDy7sC,"We present practical parallel algorithms using prefix computations for various problems that arise in pairwise comparison of biological sequences. We consider both constant and affine gap penalty functions, full-sequence and subsequence matching, and space-saving algorithms. Commonly used sequential algorithms solve the sequence comparison problems in O(mn) time and O(m+n) space, where m and n are the lengths of the sequences being compared. All the algorithms presented in this paper are time optimal with respect to the sequential algorithms and can use O( n log n ) processors where n is the length of the larger sequence. While optimal parallel algorithms for many of these problems are known, we use a simple framework and demonstrate how these problems can be solved systematically using repeated parallel prefix operations. We also present a space-saving algorithm that uses O(m+ n p …"
21,Space and time optimal parallel sequence alignments,112,2004,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:Tyk-4Ss8FVUC,"We present the first space and time optimal parallel algorithm for the pairwise sequence alignment problem, a fundamental problem in computational biology. This problem can be solved sequentially in O(mn) time and O(m+n) space, where m and n are the lengths of the sequences to be aligned. The fastest known parallel space-optimal algorithm for pairwise sequence alignment takes optimal O(m+n/p) space, but suboptimal O((m+n)/sup 2//p) time, where p is the number of processors. On the other hand, the most space economical time-optimal parallel algorithm takes O(mn/p) time, but O(m+n/p) space. We close this gap by presenting an algorithm that achieves both time and space optimality, i.e. requires only O((m+n)/p) space and O(mn/p) time. We also present an experimental evaluation of the proposed algorithm on an IBM xSeries cluster. Although presented in the context of full sequence alignments, our …"
22,Efficient clustering of large EST data sets on parallel computers,112,2003,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:9yKSN-GCB0IC,"Clustering expressed sequence tags (ESTs) is a powerful strategy for gene identification, gene expression studies and identifying important genetic variations such as single nucleotide polymorphisms. To enable fast clustering of large‐scale EST data, we developed PaCE (for Parallel Clustering of ESTs), a software program for EST clustering on parallel computers. In this paper, we report on the design and development of PaCE and its evaluation using Arabidopsis ESTs. The novel features of our approach include: (i) design of memory efficient algorithms to reduce the memory required to linear in the size of the input, (ii) a combination of algorithmic techniques to reduce the computational work without sacrificing the quality of clustering, and (iii) use of parallel processing to reduce run‐time and facilitate clustering of larger data sets. Using a combination of these techniques, we report the clustering of 168 200 …"
23,A review of hardware acceleration for computational genomics,92,2013,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:9Nmd_mFXekcC,"Hardware accelerators are becoming increasingly commonplace in delivering high performance computing solutions at a fraction of the cost of conventional supercomputers and standalone CPU clusters, despite the additional programming effort required to utilize them. This paper provides a survey on the use of hardware accelerators such as FPGAs and GPUs in the area of biological sequence analysis, particularly in the domain of computational genomics. We also survey research on hardware acceleration in response to emerging trends in high-throughput sequencing, and applications enabled by it. We conclude the survey with remarks on how these trends influence the use of hardware acceleration in bioinformatics, and the role of recently developed or soon to be released accelerator technologies."
24,Quality assessment of maize assembled genomic islands (MAGIs) and large-scale experimental verification of predicted genes,91,2005,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:UeHWp8X0CEIC,"Recent sequencing efforts have targeted the gene-rich regions of the maize (Zea mays L.) genome. We report the release of an improved assembly of maize assembled genomic islands (MAGIs). The 114,173 resulting contigs have been subjected to computational and physical quality assessments. Comparisons to the sequences of maize bacterial artificial chromosomes suggest that at least 97% (160 of 165) of MAGIs are correctly assembled. Because the rates at which junction-testing PCR primers for genomic survey sequences (90-92%) amplify genomic DNA are not significantly different from those of control primers (≈91%), we conclude that a very high percentage of genic MAGIs accurately reflect the structure of the maize genome. EST alignments, ab initio gene prediction, and sequence similarity searches of the MAGIs are available at the Iowa State University MAGI web site. This assembly contains 46,688 …"
25,Identifying gene regulatory networks from gene expression data,89,2005,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:bz8QjSJIRt4C,Identifying Gene Regulatory Networks from Gene Expression Data | CiNii Research CiNii 国立 情報学研究所 学術情報ナビゲータ[サイニィ] 詳細へ移動 検索フォームへ移動 論文・データをさがす 大学図書館の本をさがす 日本の博士論文をさがす English 検索 タイトル 人物/団体名 所属機関 ISSN DOI 期間 ~ 本文リンク 本文リンクあり データソース JaLC IRDB Crossref DataCite NDLサーチ NDLデジコレ(旧NII-ELS) RUDA JDCat NINJAL CiNii Articles CiNii Books DBpedia Nikkei BP KAKEN Integbio PubMed LSDB Archive 極地研ADS 極地研学術DB OpenAIRE 公共データカタログ すべて 研究データ 論文 本 博士論文 プロジェクト [2024年12月9日更新]CiNii Dissertations及び CiNii BooksのCiNii Researchへの統合について CiNii Research自動翻訳機能(試行版)をCiNii Labsにて公開しました 日経BP社提供データの更新停止及び削除について 「研究データ」「根拠データ 」の収録について Identifying Gene Regulatory Networks from Gene Expression Data DOI …
26,Parallel information-theory-based construction of genome-wide gene regulatory networks,87,2010,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:-f6ydRqryjwC,"Constructing genome-wide gene regulatory networks from large-scale gene expression data is an important problem in systems biology. While several techniques have been developed, none of them is parallel, and they do not scale to the whole genome level or incorporate the largest data sets, particularly with rigorous statistical techniques. In this paper, we present a parallel method integrating mutual information, data processing inequality, and statistical testing to detect significant dependencies between genes, and efficiently exploit parallelism inherent in such computations. We present a new method to carry out permutation testing for assessing statistical significance of interactions, while reducing its computational complexity by a factor of Θ(n2), where n is the number of genes. Using both synthetic and known regulatory networks, we show that our method produces networks of quality similar to ARACNe, a …"
27,Consensus genetic maps as median orders from inconsistent sources,84,2008,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:4TOpqqG69KYC,"A genetic map is an ordering of genetic markers calculated from a population of known lineage. Although, traditionally, a map has been generated from a single population for each species, recently, researchers have created maps from multiple populations. In the face of these new data, we address the need to find a consensus map - a map that combines the information from multiple partial and possibly inconsistent input maps. We model each input map as a partial order and formulate the consensus problem as finding a median partial order. Finding the median of multiple total orders (preferences or rankings) is a well-studied problem in social choice. We choose to find the median by using the weighted symmetric difference distance, which is a more general version of both the symmetric difference distance and the Kemeny distance. Finding a median order using this distance is NP-hard. We show that, for our …"
28,Lagged Fibonacci random number generators for distributed memory parallel computers,84,1997,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:QIV2ME_5wuYC,"To parallelize applications that require the use of random numbers, an efficient and good quality parallel random number generator is required. In this paper, we study the parallelization of lagged Fibonacci generators for distributed memory parallel computers. Two popular ways of generating a random sequence in parallel are studied: the contiguous subsequence technique and the leapfrog technique. We present a parallelization of the lagged Fibonacci plus/minus generators using the contiguous subsequence technique. For the leapfrog technique, we show that lagged Fibonacci generators with the exclusive or operator can be efficiently parallelized without any communication overhead when the number of processors is a power of 2. We also show that it is not possible to parallelize other lagged Fibonacci generators efficiently in a communication-free manner. We then present an efficient scalable …"
29,Parallel distributed memory construction of suffix and longest common prefix arrays,79,2015,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:VaXvl8Fpj5cC,"Suffix arrays and trees are fundamental string data structures of importance to many applications in computational biology. Consequently, their parallel construction is an actively studied problem. To date, algorithms with best practical performance lack efficient worst-case run-time guarantees, and vice versa. In addition, much of the recent work targeted low core count, shared memory parallelization. In this paper, we present parallel algorithms for distributed memory construction of suffix arrays and longest common prefix (LCP) arrays that simultaneously achieve good worst-case run-time bounds and superior practical performance. Our algorithms run in O(Tsort(n, p) · log n) worst-case time where Tsort(n, p) is the run-time of parallel sorting. We present several algorithm engineering techniques that improve performance in practice. We demonstrate the construction of suffix and LCP arrays of the human genome in …"
30,Real-time mapping of nanopore raw signals,78,2021,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:EsEWqaRxkBgC,"Motivation Oxford Nanopore Technologies sequencing devices support adaptive sequencing, in which undesired reads can be ejected from a pore in real time. This feature allows targeted sequencing aided by computational methods for mapping partial reads, rather than complex library preparation protocols. However, existing mapping methods either require a computationally expensive base-calling procedure before using aligners to map partial reads or work well only on small genomes. Results In this work, we present a new streaming method that can map nanopore raw signals for real-time selective sequencing. Rather than converting read signals to bases, we propose to convert reference genomes to signals and fully operate in the signal space. Our method features a new way to index reference genomes using k-d trees, a novel seed selection strategy and a seed …"
31,On the complexity of sequence-to-graph alignment,78,2020,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:LPtt_HFRSbwC,"Availability of extensive genetic data across multiple individuals and populations is driving the growing importance of graph-based reference representations. Aligning sequences to graphs is a fundamental operation on several types of sequence graphs (variation graphs, assembly graphs, pan-genomes, etc.) and their biological applications. Although research on sequence-to-graph alignments is nascent, it can draw from related work on pattern matching in hypertext. In this article, we study sequence-to-graph alignment problems under Hamming and edit distance models, and linear and affine gap penalty functions, for multiple variants of the problem that allow changes in query alone, graph alone, or in both. We prove that when changes are permitted in graphs either standalone or in conjunction with changes in the query, the sequence-to-graph alignment problem is -complete under both Hamming and edit …"
32,Nearly Identical Paralogs: Implications for Maize (Zea mays L.) Genome Evolution,78,2007,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:W7OEmFMy1HYC,"As an ancient segmental tetraploid, the maize (Zea mays L.) genome contains large numbers of paralogs that are expected to have diverged by a minimum of 10% over time. Nearly identical paralogs (NIPs) are defined as paralogous genes that exhibit ≥98% identity. Sequence analyses of the “gene space” of the maize inbred line B73 genome, coupled with wet lab validation, have revealed that, conservatively, at least ∼1% of maize genes have a NIP, a rate substantially higher than that in Arabidopsis. In most instances, both members of maize NIP pairs are expressed and are therefore at least potentially functional. Of evolutionary significance, members of many NIP families also exhibit differential expression. The finding that some families of maize NIPs are closely linked genetically while others are genetically unlinked is consistent with multiple modes of origin. NIPs provide a mechanism for the maize …"
33,Efficient parallel algorithms and software for compressed octrees with applications to hierarchical methods,77,2005,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:kNdYIx-mwKoC,"We describe the design and implementation of efficient parallel algorithms, and a software library for the parallel implementation of compressed octree data structures. Octrees are widely used in supporting hierarchical methods for scientific applications such as the N-body problem, molecular dynamics and smoothed particle hydrodynamics. The primary goal of our work is to identify and abstract the commonalities present in various hierarchical methods using octrees, design efficient parallel algorithms for them, and encapsulate them in a software library. We designed provably efficient parallel algorithms and implementation strategies that perform well irrespective of the spatial distribution of data in the computational domain. The library will enable rapid development of applications, allowing application developers to use efficient parallel algorithms developed for this purpose, without the necessity of having …"
34,A strategy for assembling the maize (Zea mays L.) genome,77,2004,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:zYLM7Y9cAGgC,"Summary: Because the bulk of the maize (Zea mays L.) genome consists of repetitive sequences, sequencing efforts are being targeted to its ‘gene-rich’ fraction. Traditional assembly programs are inadequate for this approach because they are optimized for a uniform sampling of the genome and inherently lack the ability to differentiate highly similar paralogs. Results: We report the development of bioinformatics tools for the accurate assembly of the maize genome. This software, which is based on innovative parallel algorithms to ensure scalability, assembled 730 974 genomic survey sequences fragments in 4 h using 64 Pentium III 1.26 GHz processors of a commodity cluster. Algorithmic innovations are used to reduce the number of pairwise alignments significantly without sacrificing quality. Clone pair information was used to estimate the error rate for improved differentiation of …"
35,High throughput ANI analysis of 90K prokaryotic genomes reveals clear species boundaries. Nat Commun. 2018; 9 (1): 5114,76,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:BOlwja0KXvYC,Description not available
36,An adaptive parallel algorithm for computing connected components,75,2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=YOGOScoAAAAJ&pagesize=50&citation_for_view=YOGOScoAAAAJ:8xutWZnSdmoC,"We present an efficient distributed memory parallel algorithm for computing connected components in undirected graphs based on Shiloach-Vishkin's PRAM approach. We discuss multiple optimization techniques that reduce communication volume as well as load-balance the algorithm. We also note that the efficiency of the parallel graph connectivity algorithm depends on the underlying graph topology. Particularly for short diameter graph components, we observe that parallel Breadth First Search (BFS) method offers better performance. However, running parallel BFS is not efficient for computing large diameter components or large number of small components. To address this challenge, we employ a heuristic that allows the algorithm to quickly predict the type of the network by computing the degree distribution and follow the optimal hybrid route. Using large graphs with diverse topologies from domains …"
